,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75
feature_1_block_resid_std_WINDOW_2,0.01748919161122408,0.014042858771444481,0.08879426235121997,0.0006163828571684976,0.09066594201612632,0.09522201280952622,0.003739973979527286,0.03586208604975463,0.044309022578107406,0.13883221770983387,0.011802136416116814,0.004550814180021722,0.004498233574631214,0.03683398398099065,0.1584505331065974,0.016549798646409934,0.012838056037318366,0.005486344893251095,0.016923546241549244,0.0037905010814374704,0.017880543527027334,0.018242074394333195,0.0014535636578873123,0.025938717631779,0.010316625890008771,0.0035086870159749543,0.0035007332134136945,0.0009156147353766075,0.013211298042852482,0.0021386544140221536,0.003566933479881885,0.0007113660291068038,0.004014235091168202,0.0017651117141866846,0.00016295357418238582,0.012112483576361835,0.007131017630288918,0.000898633725365171,0.004416102649079951,0.0009420090800368253,0.019417616320666634,8.185496171527003e-05,0.01960818174744337,0.001378944977680937,0.0015418877973369031,0.0005120005276937703,0.0031763594408787317,0.000401887725626181,0.00019890290533927752,0.0008840808702948549,0.005289289465633315,0.005863641561589819,0.00012911282695078296,0.005182873789152416,0.000297189406121771,0.004427462925480262,0.0033154151549284814,0.0022474472176108127,2.1009850226138414e-05,0.00010313151750298546,9.269376850094393e-07,1.1813276742148195e-05,0.00014958916880253564,2.4642807566823498e-05,5.8439811264063545e-06,5.320854279275192e-06,1.6361506378555142e-06,3.79351218033353e-08,8.925592746954976e-10,3.313454886892995e-10,4.558904281866335e-11,8.619222169308598e-12,4.7679162575913145e-65,4.952977507704209e-65,1.528326622712036e-64
feature_1_block_resid_std_WINDOW_3,0.00043922361623034657,0.11255704926283451,0.001193007471684501,0.09946188473185293,0.0071608185295602205,0.032423474912535374,0.17365581915555675,0.006860028521763993,0.07190334017479964,0.060221628639979374,0.013423988662163135,0.02591450122656501,0.0005673978752097051,0.012401839617870721,0.0003212520736807282,0.002310984395705347,0.017140059707593847,0.017951872902034323,0.00032542075205427485,0.002371756805087141,0.010152699312071597,0.004083433507348407,0.05003863918995962,0.020675307584851334,0.003487019761580948,0.002106985164920882,0.019583824318927676,0.004199664569212292,0.005019524632365785,0.03453149039484488,0.015607731401139722,0.005965570961711893,0.0004308984696266786,0.0006790296826545618,0.016554013136967447,0.009368911986159146,0.01941057261068858,0.03253074091034776,0.004733887632514338,0.03763766462889717,0.010352476091283596,0.003152270960293229,0.01239764558642347,0.0030698745728309326,0.00014729368642500307,0.008545247158531092,0.004765632137139989,0.0007239923101608292,0.0040981705798738876,0.0023619786809513754,0.00023770993692381437,0.000228958653937107,7.744900161687183e-06,0.002534804039511698,7.748112601056014e-05,7.731339575647334e-05,7.92986049646161e-06,0.00010066780648828299,5.3554044583691745e-06,1.0400719847503789e-06,2.1772451441876324e-05,1.970194895799303e-05,1.6348241366890464e-05,3.450887661702669e-05,1.2111729098062084e-05,1.5177824180483508e-06,8.474000711572715e-07,6.888004076163359e-09,7.455092482671352e-11,1.0289821341153115e-11,5.65249595685503e-11,3.400172104970226e-11,3.957003559991358e-65,4.282335486407605e-66,2.0634596813802443e-67
feature_1_block_slope_WINDOW_1,0.40321546475926473,0.012140184628935633,6.151093397487339e-05,0.001136185199066321,0.008073821891574042,0.0075317070660248136,3.9328985515473286e-06,0.000637539230588172,0.014920711707190868,0.0172460772540385,0.061902488742361025,0.05942381369850845,0.022631528479185346,0.02930714328339299,0.11396592609133956,0.003128199560050946,0.012049242502750326,0.0012005370664201526,0.006946371474604319,0.0025464850634318685,0.00010924804139775574,0.0010571028678253314,0.010480294803639139,0.0025520341081071464,0.023960967501823412,0.0010236369605263465,0.030675626237843142,0.005854584127565697,0.004782013653789153,0.0006017329764832601,0.01388921546419455,0.0047947183148862585,0.014019602928913641,0.0015836512453830192,0.002229176630647994,1.8787749253845635e-08,0.0195281823080544,0.0004759859695460448,0.014939327626726224,0.0007196187164065546,0.010756411611365292,0.0008761306558397212,0.007942578632402919,0.0010402364177053533,0.0005071568054441257,0.030178359366283398,0.008291478512961362,0.00026899938901016584,0.0014196699086545114,0.0012212637588864352,0.0005998445519782731,0.0006771471604253965,0.0030592305022539533,0.0017544612202855805,3.7451632348884727e-06,0.000777461407782541,0.0008646771271180064,0.005915502240114112,9.303617728968843e-05,0.00012341966270601798,0.0002006927651705707,0.00022759962915978722,9.571752928011215e-05,8.547183451856064e-05,6.450766586003298e-05,1.018698010401545e-05,1.3010535654426659e-07,2.6320448815660798e-06,1.3076029826282716e-09,4.350783925020394e-11,2.937790002902858e-10,7.081332562872984e-11,4.711772285765072e-66,6.362750037954639e-65,1.1052673532820293e-64
feature_1_block_slope_WINDOW_2,0.5286663322860393,0.012190518096061932,0.00323853903101216,0.026596483085066187,0.015988896131744736,0.01842028920993428,0.010351724862563647,0.040080985142556536,0.006993818540418834,0.014114745036834126,0.0006346235377286813,0.0053085660818518446,0.001733479684543539,0.009075965236090415,0.0037941569699430602,0.03955862318886175,0.000563147086905157,7.164304819898351e-07,0.0076723327513373496,0.04978858871108672,0.005021320424567569,0.0017409498346855953,0.004902063365414446,1.1348247720460414e-05,0.004262080749944693,0.04759510617560917,0.0008964903191186418,0.0024272710646412333,0.007647292112476204,9.321888881067335e-05,0.0011461859522257731,7.179210179876574e-07,0.0013901028185762665,0.00293503479994364,0.0019694768505944074,0.00030448078933346045,3.395074985432175e-06,0.0004951598228493789,0.016790524480987706,0.0030336898535922017,0.004539657281285526,0.0019338939468841057,0.001772278731325505,0.006437367170247285,2.051389873544157e-05,0.008444504872905354,0.008105471261970112,0.03875339652261399,0.007240506552251623,0.0029555006169983385,0.018667205115571288,0.00026981507022608885,0.0012800664921489068,0.008929963073002112,1.850747068006778e-05,3.424472311498512e-05,0.0007755073399430369,8.161495909123663e-06,1.0882133046537364e-06,8.19442842715067e-06,0.0003295313160175208,0.0001485767716723782,4.925613374747926e-05,1.2863246933168351e-05,0.00022662888258240333,8.915167974749429e-07,8.983762898751537e-07,4.2802341944309205e-07,2.5741909986283696e-10,1.560436425608917e-09,3.314994715239758e-10,2.0225268356648312e-12,9.174570325274438e-65,4.541955896398574e-64,3.5692236580312115e-65
feature_1_block_slope_WINDOW_3,0.5191737385205096,0.014143114033920571,0.007397451899403083,8.80162086672304e-06,0.009200720707332485,0.002393520554931426,0.000349384093252704,0.010883382828702846,0.030915647807287602,0.004606350845915229,0.037469980378266064,0.0034712914667328603,0.011695140856415258,0.05479251533306313,0.0010884778364481944,0.030780517357486107,0.0018888313887755795,5.572130435219153e-05,2.2640123621565712e-05,0.0032153583035596867,5.439435565693926e-05,0.02769806194260302,0.00032482923386617063,0.0017543417533072917,0.031740177503013146,0.03230139871019164,0.0011033961551480652,0.004349792043013207,0.02504160340480162,0.00019643157923998256,0.0079225825233652,1.224749269963399e-08,0.010647024312402055,0.002490308067284577,0.04313382381065887,0.004896102087010602,0.005914503780252204,3.622902640626746e-05,0.0014778787629673186,5.628441423735916e-05,0.003032377948583631,0.002076706700476216,0.005867930135971023,0.0032246020088838954,0.00019665783183085353,0.005115872171310703,0.002808956849278411,0.0011360308384096795,0.0007355505102336589,0.002156977815074018,0.009204056839482626,0.0057433785039677845,0.008726222612291518,0.0007177113348048256,7.74518699582997e-05,0.006586640353339903,0.0014773272222961575,0.0036775036452076065,0.00015011106688819466,0.0004526279455455159,3.745819305840066e-05,9.625113223685643e-05,0.00010218207013149701,7.139902807082048e-08,0.00027636822216005444,3.453752464179647e-05,2.848494819903339e-08,4.535871823918649e-09,2.513642812500217e-09,2.382134913863662e-11,5.4351861634119514e-11,1.3050799521609601e-11,3.224475451243742e-64,1.7493688587483625e-64,8.482593583261179e-66
feature_3_dominant_freq_WINDOW_1,0.03811141082901862,0.002562857864119617,9.095546552369278e-05,0.00201937168395082,0.11942612701405417,0.004110130726276918,0.0924939885385706,0.021685333719714896,0.182316003415224,4.7361105991302164e-05,0.008678237842314286,0.07917962637701517,0.007563102367321579,0.0011851696726625815,0.0789957535352432,0.0008139647123389032,0.05743852945067085,0.016279200557863045,0.0001237533001654074,0.01901321974974995,0.005554617975084292,0.0341395906368378,0.0173187035204768,0.017172048001229546,0.013483314204152694,0.00610399312978035,0.004657389642917648,0.006615819074196868,0.0043579092105962775,0.04909938454937565,0.0019160724432161723,0.0002493711026967692,0.0012549518468033438,0.0022292978359896337,0.0003381828316551413,0.005487928471609045,0.008808601733148827,0.017680778261554956,0.0030008135419185324,0.0003373417217186227,0.009610904374101267,0.0017150914102082137,0.0006834787098867286,0.010456735441670287,0.033821486177467136,0.0005851008411001254,0.00029233032495871547,0.00047490361762552336,0.00803352019660712,0.003086349209117697,3.1736887143172165e-05,0.00011841017824952546,7.892254985586611e-05,0.005709678393004122,0.00033880290449533987,0.00010310372863969482,0.001090337012120033,2.127492018849644e-05,0.0001662128909396655,2.7631968179234708e-05,2.2331950357122794e-07,1.9494433101451866e-06,1.0003282732388017e-05,1.9762885376618214e-06,2.5501163350088464e-06,9.530961219715389e-09,3.850662240675502e-07,4.383121731545465e-08,1.0275718559767382e-10,9.498998202528189e-10,2.8861257353666074e-12,1.1867656709613851e-11,2.8949706929362906e-70,4.996309436886491e-64,3.9708334593595064e-66
feature_3_dominant_freq_WINDOW_2,0.005201375617818791,0.04148393335370005,0.004995552460689305,0.017872308301488997,0.042436996261053295,0.02804820962533191,0.0030595973418194155,5.0990215400870024e-05,0.005460391872426619,0.2661934861854899,0.0013748208602427593,0.01571724772229531,0.011276319493450204,2.6031452711363318e-06,0.02531583144020334,0.021961811768784274,6.295891786714378e-05,0.00011833843548097218,0.22792061663257535,0.0006535086332743079,0.0005828629480108075,0.015442225411832182,0.03837801878343963,0.0029395307215489067,0.0010597465871619205,0.010072281088847702,0.015536661961475106,0.041831276265644916,0.017460529118996513,0.010510795417492171,0.02904854453493599,0.010855089593551696,0.0023242263445799466,0.00924351386401919,0.005443172668854549,0.00023689108133745002,0.020065519785238167,0.0002973279880263883,9.286775435347327e-07,0.006522839795381545,0.00019847563991427992,0.02992885463517661,9.938551714593257e-05,0.0002922205563783623,0.0005749410298790475,0.0014024261809225868,0.0017497195538583759,0.0015965866435774033,0.002438343817660198,0.005988476747516243,0.0012892950907760971,0.0019585456616615423,0.002094136309189932,0.00010504872684956826,0.000960233223110701,0.00048688123125815785,2.8037681703715727e-05,2.7626029225468822e-05,3.683755023476882e-05,1.3285220188997317e-05,1.3313936544002934e-05,1.0456805207564869e-07,5.2484662657977265e-05,6.43022680225825e-06,5.110219549075796e-07,1.9431904316673527e-06,3.325391665367938e-07,3.077469937019861e-09,2.2445707923406343e-11,8.641113461328522e-11,3.4662979014815186e-11,9.128310650322393e-12,1.8305785821047767e-64,3.4865489343940598e-65,7.623381994986016e-66
feature_3_dominant_freq_WINDOW_3,0.0050081786795166915,0.1162258831200614,0.0011990012439221799,0.026489514354884322,0.0017618188693433652,0.02192479792066751,0.019228231101280763,0.005083849562302685,0.0800393770330956,0.010161379389960888,0.016121676112969413,0.18282683864797913,0.0030648407405101364,0.11457091814765309,0.029427197184266694,0.0002158235113345724,0.009444152262403938,0.07432261041285453,0.0035109973830686953,0.0007451957414148098,0.001739176406436491,0.0024526224141737966,0.002537230959694108,0.0096846670173853,0.04420558432900031,9.446918889917554e-05,0.0003592677636158048,4.8324516027360484e-05,0.03945947398802878,3.150257394578453e-05,0.0008652694162502179,0.016876722810118337,0.06805903813785529,0.0051828529478323854,0.02720389419268974,0.00686196130547287,0.0007862784034653533,0.0017474718969997093,0.009495525640462996,0.001754584307627898,0.00010693481217858837,0.00011525454301173972,0.001066406762755051,0.006349069575552655,0.008767457941316103,0.0063432103066548015,0.00980279256226753,3.3014576182313334e-05,0.000421642251032538,0.001262482022386915,0.010175660530863747,2.503469864030494e-05,0.0001147513777019054,0.00040746427244765684,0.0015021431480326418,9.116879555801942e-05,0.0008161045245732778,5.3548578190723594e-05,8.744846090225376e-05,3.0479571078622285e-05,1.2155907464541318e-06,9.939922110953301e-06,2.445927204174715e-07,2.715181321448929e-07,8.241529325223461e-07,4.6346511138456964e-07,1.9578282002005887e-09,1.310691926882511e-07,2.6640329598770565e-13,1.0659369542134971e-10,8.679173038165955e-12,1.3425565820041087e-11,9.390990340871888e-65,3.238028863025226e-64,4.296413065483013e-65
feature_3_lag1_autocorr_WINDOW_1,0.010867386958510514,0.01075290396621252,0.00947028055519547,0.03657881999517372,0.07540402330592373,0.04957293655188264,0.06919507969603043,0.018814905738275396,0.010332021000856091,0.0033632494559975115,0.03905618945697425,0.031035597651378567,0.03855938643763199,0.016908155069585325,0.003774086496831972,0.11404351648808618,0.012535471427300738,0.05003636122798523,0.02626628317698236,0.045727378171520276,0.013315521648949676,0.03332015111233862,0.0032059807166001483,2.8092006138744675e-07,0.033270006051221546,0.036569440542518185,0.02133591024758742,0.009329116368919303,0.00927237362810112,0.018565452614847607,0.010473444150268671,0.006279730529897465,0.007377873984098858,0.023757299607438855,0.026864237811079793,0.002236949504691054,0.02334316536920738,0.009064301792814545,0.001500881798664086,0.013350506069438309,0.009488085580408076,0.006989921195746576,2.2755211342184033e-05,2.6392742041644453e-05,0.0001571668088775199,0.003071591935243234,0.006578816626698519,0.00032389944506208603,1.820029956665694e-05,0.00010013020194479157,0.002894691412541623,0.0014361310087311835,6.98773797954099e-07,0.00029911576321159367,0.0006788221497330559,0.0008242322395039926,0.0005496502516641069,0.00013615890665846263,5.814749787993607e-06,1.9282827839763073e-06,5.868330651880265e-06,3.693798527593261e-06,5.198210685326528e-05,1.7604594793948463e-06,2.291544400734597e-07,6.44831786863349e-06,2.0157822191230762e-06,5.019004882509038e-07,4.2275554477556675e-11,5.525384214239025e-10,1.5152404112146406e-12,1.525644280999123e-11,8.389896034127805e-65,1.6041426489290762e-65,1.0035931945699902e-64
feature_3_lag1_autocorr_WINDOW_2,0.0011060830175551827,0.002623078949404883,0.007905798751036846,0.01693453181796926,0.10922128731875237,0.1357000537769838,0.007422047503218368,0.0045560067455511066,0.03756069000871391,0.06694363791273945,0.0054133930685112495,0.02967758626836147,0.004397267813995035,0.05357568708818579,0.019860398938118338,0.03038635586728439,0.005302217227482853,0.00025658565641250463,0.0052600485533094345,0.03244576970166011,0.06969962062959453,0.042356179789587015,0.03959896296588183,0.023557646705020627,0.04732461830470574,0.030817371754551817,0.002934575164894968,0.021898037726344535,0.04267739656522858,0.010271800214042157,0.004599486837758996,0.026745315346779097,0.001404215301530596,0.0008872203914212103,0.00697873134941229,0.00019263836058581714,0.0002460743410968935,0.0003059692556877886,0.01790354030972194,0.00018916958097514038,0.0015115853008946902,0.002469585833727217,0.003351264254025832,0.005709392786291312,0.006490783985771812,0.00038589936786880165,0.006961700189245609,0.002935729443147311,3.318232133012377e-05,0.0008804426348906498,0.0026121752032166445,0.0027900936214852743,0.0026135151859307494,0.001058417094290031,0.0005933029278975517,0.00045470898337479155,0.00017430079993661758,5.684737012534455e-05,5.9973863040800145e-05,7.152550372943444e-06,2.408575656792303e-06,7.1247655245954615e-06,7.286651236593648e-06,2.808827596454111e-05,2.7424477365762336e-07,6.021905389698635e-05,1.0689166035103454e-05,1.181124252328963e-07,6.543945743443691e-10,1.2394533619126376e-09,8.125424979572868e-12,1.1887809717399096e-13,1.3931028719744174e-66,4.733609765024692e-65,1.1679634752780893e-64
feature_3_lag1_autocorr_WINDOW_3,0.011586547524933122,0.01018377352351582,1.766806924201342e-05,0.015803722542523116,0.07238451803295741,2.3210281682522213e-05,0.05728703347624529,0.2705762556016114,0.06281012891810042,0.0026087310822534137,0.05043358763836543,0.009226300618813797,0.005419194773499824,0.027801359377270136,0.05932233538811212,0.010444110516080098,0.011764416806072757,0.0040127923083378945,0.0029222303969808805,6.528082415296919e-05,0.024270253073158617,0.0011586883325215719,0.002339990794104371,0.0020807906879206843,0.0051638310088204355,0.06556974906072612,0.0982310230913032,0.017512465828846614,0.0021700284864934606,0.006444069272005333,0.003707812733442907,0.00031101153380990316,0.0017730791839127187,0.0008436576266989119,0.007758784639976349,9.212314881752633e-05,0.004365111134539804,0.013602915764464844,0.0009075978578005234,0.001042102605306932,0.014378882792148603,0.006753826037449066,0.003893471701089182,0.011718610768632365,0.0018629279289505976,1.1980191775499944e-05,0.008928829936683175,0.000523902459027861,0.0033164804928403615,0.0036501240082871846,0.0001590200588727817,0.0016847298140465503,9.786167914101014e-05,0.0022894907338333608,0.0014982459498087508,0.0010858427541859048,0.001238377599859343,0.001048108453469906,4.3523975084755693e-08,1.6221484028426883e-05,3.572166433568718e-05,4.4572175201008174e-05,7.134823528090649e-05,1.097095972679959e-05,6.234871637518142e-06,3.7379802981539844e-05,1.5155088482255235e-07,1.7187671525565214e-06,2.8106315782806925e-14,1.3585192653528094e-09,7.360238484929331e-12,1.7904036469380234e-11,2.896674947846811e-64,3.093164354516205e-65,4.884527480577917e-66
feature_3_median_WINDOW_1,0.004132405652287509,0.18961642347575355,0.3884395752475328,0.21064782219187206,0.01637546252110104,0.03327148670811127,0.004280071481839142,0.0062175104031515225,0.006579696388849697,0.002935410401079714,0.0005736985531755559,0.002383590534791546,0.008000610502561213,0.01596652383068599,0.0024861216112355023,0.01140701126810394,0.0003144535211510689,1.086104072449955e-05,0.001704571651735737,0.04039887564369214,0.0038823623931761404,6.224366542317269e-05,0.0008893487468227019,0.00042257855291550256,0.003669064967267459,1.8543960414910878e-06,0.004625321036762756,0.0010513681890155313,0.0056820924166286904,0.0007224916762305353,0.00032319024863401236,0.00022724981796200738,0.005426096373724299,0.0013041699277492474,0.005739532470727311,0.0004568861066575047,0.0032582073398649456,0.0010569047160308232,0.0003801943395636652,3.6215422293568886e-05,0.004093874434529705,0.0003750089296506207,4.60203370722774e-06,0.004198892263159766,0.003196683059530709,3.0817302616748655e-06,4.33779178612347e-05,0.00020583554641807374,4.208793886008907e-05,0.00013511613611920812,0.0019254560818268301,2.20973432701789e-05,0.0004525482217586095,0.00018761038531189096,0.0007226874302850152,1.6368482918789003e-05,0.00016657537216051353,0.00038946424732507357,5.146694218406969e-05,0.001166789369382061,0.00014659234069050803,0.000386346296690843,0.0044764477547434255,0.0003050603415517445,0.00025049253622031424,0.0003769025437309246,8.391463271480187e-05,1.8409309580536014e-05,1.9244806478985433e-09,1.3347432575501783e-08,1.0096067124787636e-09,7.647920137281018e-12,3.268436242381386e-67,1.7338484710143316e-65,1.9133374653930583e-64
feature_3_median_WINDOW_2,0.011608900297656582,0.23337983196847592,0.32077238253446205,0.22937471765205142,0.006103289264120829,0.06119733458709497,0.007199229051842591,0.00015792258753870176,0.0021025274337187288,7.57404747874578e-05,0.0005796948374490192,0.002487098341587493,0.0015782197560231424,0.008085923437250876,0.0026782057619071688,0.015244045274508192,0.0005672388200964151,3.987101740473493e-05,0.004336330739428467,0.03949678828319641,0.0023802320061201547,0.002295460141832501,0.002252714484692336,0.000582800268981089,0.0009478309864624968,0.0016535063632967084,0.0006045863825797437,0.0014552746942637666,0.0009029433337572451,0.0005821292517773336,0.0001665385342693006,0.0029498682772390993,0.009742485037627688,2.3412374800581032e-05,0.002044489817128088,0.00215949726869085,0.0013433326161867176,0.0020135012031766565,6.970576079405891e-05,0.003882750383250432,0.0001060128086444882,0.0011348590761267835,0.0006766000881045772,0.009950864664431694,0.0003180165065176578,8.720243503232327e-05,0.0006422135089059605,5.359513529984065e-05,4.6849653251720795e-05,0.005377129666565772,8.66115452796261e-06,1.5675556820873208e-05,1.368897595301303e-05,0.00022756039473243155,8.401984618467127e-05,0.001145908687683,0.00011089356283138832,0.0003908465626495969,2.9971420417219677e-06,0.00010573752576109981,7.878571203289812e-06,0.0003082664424080599,3.629133623095106e-05,3.4138227157001004e-05,7.940670181538626e-05,0.0020474824151604423,0.00025218139387161076,1.9996406549902253e-05,1.8560615268886444e-09,3.158638142270832e-08,2.017736987576295e-09,1.303681769577255e-10,7.2227976349384185e-65,1.684774154399542e-64,1.6063453785582402e-65
feature_3_median_WINDOW_3,0.04486921649311073,0.2340250546094408,0.33388035737759414,0.18803654852157253,0.012702751050059758,0.05906689917308727,0.0031910805598204368,0.0032636230820576873,0.009351906934561052,0.0019901738951173652,0.00010947923857212527,0.0052301186540477,0.0005690376433444083,0.0009624643351531332,1.3740896868879446e-05,0.01146421623948834,8.127112178004105e-05,9.690608853459025e-05,0.0002382686910630183,0.02022557969426031,0.008100950040475903,0.0006938248484465394,0.009977035292512905,0.006745614337610037,3.397287081733122e-05,0.0009324381067512583,0.0004238438604407739,0.0015332140053052686,0.003950767647764605,2.154998365212194e-08,0.0004524747085432033,0.0006493668862668886,0.004772370700941623,0.003045565577222423,0.0007318173494474024,0.008126811011262844,0.006274452104785761,0.0003878296302176517,0.002374046737543359,0.0010934549364334835,0.00016755670869535952,1.3376024397705382e-06,0.001563585997259669,0.0008314033357203584,0.0006267965828522826,3.704065031122924e-05,9.325904725129299e-05,0.0008311197592311267,2.4788067544116903e-05,0.00432604971970471,0.0003409458443085167,0.0009061218622132115,3.104809265854525e-05,1.390963590320853e-05,0.0001960644682134329,0.0008693336127606725,1.3742535756995256e-05,0.0013126034184499824,2.665934039325193e-06,0.0009544645606590389,0.00025416066530904247,5.298189808215054e-05,0.004031692884069372,0.000391789920141529,2.384783903206069e-05,0.0007841593026018725,5.205998647683887e-05,2.5957544316646875e-07,2.12104877585632e-13,5.02643506818775e-09,2.3057407817870552e-10,7.788144302419092e-11,1.623129007269888e-64,2.1945597953033538e-64,1.1775266841011059e-64
feature_3_resid_std_WINDOW_1,0.005361481950581448,0.03142046598426368,0.056456876891697684,0.0003439561145932035,0.05004710796542669,0.061858060154814425,0.06100072633744029,0.008578367299839209,0.1047769242416479,0.0031556290512335227,0.0021604532522324026,0.17372857038592396,0.00017441063097208134,0.03580147712995365,0.018081964007709,4.285949215349628e-05,0.040639766653566625,0.022966677423185228,0.011044727898167062,0.0023352656637730704,0.0018680554124858176,0.006315459741448477,0.00026098325382647184,0.044544514167371714,0.010977575318267171,0.0076567829355679165,0.001355163861936708,0.021045970134252034,0.016521232885739263,0.051026968614605026,9.711296381943996e-05,0.00014435502176587243,0.03536011040645459,0.014196809308235208,0.02636787668930992,0.00026771313286182814,0.0006442088361628862,0.00010620320249896296,0.01824819755608299,0.0031198275386494596,5.33402783789811e-07,0.00011029014921176991,0.01622740727667737,8.589837509072815e-05,0.021811244746169307,0.005335341062354798,0.0031841686463577328,0.002611764731397262,0.00031606840196106407,0.0015858622691454812,0.00526665535990443,0.00022263277547163957,0.00028788665548829364,0.00014990988501866788,3.299889232994368e-05,0.0005055550229157378,0.0003119267992472256,0.00013774924241003416,1.1370110039163284e-05,3.117842692971909e-05,1.9552695929831505e-05,1.2483129406546388e-06,3.754058681066888e-05,2.5841076076744387e-06,1.4934976329875251e-05,1.4777404866741396e-09,1.5907053773856855e-07,7.739689923916707e-09,5.677563430964694e-10,5.986304046745236e-11,7.476770964092267e-12,4.3541912036368273e-13,3.154126343910786e-64,4.173112129592578e-64,1.9087034659837967e-64
feature_3_resid_std_WINDOW_2,0.048375550581692336,0.008991827035333057,0.009563574519794124,0.013304405292962557,0.04666529148459264,0.07754150828300271,0.0028741494681880043,0.0043586805557146585,0.002980115171628628,0.21267531910970935,0.021163022352391005,0.0007859867392731619,0.008738095064185217,0.013555249273534634,0.051825594075561136,0.02394202805175997,0.004112782741685007,0.001148181718935617,0.06565592404029837,0.05557420925957066,0.02775954094922876,0.06587142031311011,0.007329687959929004,0.0305629013259347,0.00010451543734139732,0.009880899880616847,0.00021089592780302498,0.021272898101996417,0.034957209798303704,1.4695496706683853e-06,0.0014061631540754648,0.03860854846925731,0.009042605837975058,2.8132445886645994e-06,0.0007414102346508272,0.010108281624040974,0.011188191773946383,0.0032997511352668586,0.003706260905360541,0.0035419704626608022,0.0013422348102420354,0.027759533591346166,0.0005330083848674891,0.005473042756392636,0.000604470053732363,8.023788715710814e-05,0.0039156147545681835,5.6115912275367145e-08,0.002044071054223513,1.4131290808248948e-06,0.0021666132933768,0.0009646483438007186,0.0067373344339224815,0.0007144792674114974,0.0017377867243494524,0.0006458301486591302,4.7591152412496536e-05,5.318346685382058e-06,9.78634797106071e-05,4.244296517404963e-05,9.035850474837743e-06,1.60284881435775e-06,1.8144656648410164e-05,1.739820524763093e-05,1.7721441172268092e-06,1.0600854836282328e-05,2.280199438637947e-06,4.726432602695281e-09,2.3752230769522296e-10,7.322116872267142e-12,1.3689694923096022e-11,1.3982402497975811e-12,6.951444735519578e-67,1.744532651714825e-66,6.79469877211431e-65
feature_3_resid_std_WINDOW_3,0.004935665618263961,0.009519771447439799,0.022745431958335335,0.03119369711424056,0.003321004185741718,0.12064496104194819,0.021335588874836053,0.13699816700367784,0.12457563740787451,4.217153627529448e-06,0.002195982800871297,0.14061159149408115,0.0023703530004336695,0.04234378179749459,0.0393142201987377,0.0035254065271578734,0.0013021263535342724,0.010660278576765684,0.006713439580337123,0.021626999844631324,0.006967038224728056,0.00020827845760032441,0.01086352313951097,0.04997368582852444,0.0006562250874495116,0.008726567672491192,0.0049612443877533234,0.003854351745744409,0.003915221721215619,0.04539755773197158,9.191990757249601e-05,0.01599517709421571,0.00028663112688990524,0.0035435779305082286,0.008600045315592456,0.010794500858156489,0.0018921895914384042,0.0005361653378262596,0.00035116541775631773,0.00010443237088718353,0.005544130847681372,0.014121184242053133,0.003372203411284827,0.009511456639519647,0.023311643570395807,0.0005963512299652814,0.005011633893969151,0.00016289744548077993,0.008313885000052609,0.0017356874879510564,0.007252662728903139,0.0003133883261299488,0.0012891104658388777,0.0032861008514409426,5.278643758461631e-05,3.031568702188228e-09,3.810638988557233e-05,0.0005855929309145981,1.2731441618979893e-06,0.00017387646949644883,3.749261524955689e-06,2.4756902374992283e-07,5.0377673409610005e-05,7.565147063968747e-06,2.1522993416759642e-06,7.28579255882346e-06,1.0611529423769333e-07,8.187966894723887e-08,6.608203161590201e-11,4.097706636810128e-11,2.6648019747096317e-11,8.044188942382905e-13,2.750805832912371e-65,5.929387771233215e-66,1.9651659355852466e-69
