Feature,PC,r,p_value
feature_1_block_dominant_freq_WINDOW_2,PC30,0.057771517269787236,0.5308198473418072
feature_1_block_dominant_freq_WINDOW_2,PC31,-0.01769721506500719,0.8478603762771758
feature_1_block_dominant_freq_WINDOW_2,PC32,0.05495481144252837,0.5510753774202878
feature_1_block_dominant_freq_WINDOW_2,PC33,-0.03706348008555065,0.687758693953341
feature_1_block_dominant_freq_WINDOW_2,PC34,0.10991723377097004,0.2320460319479401
feature_1_block_dominant_freq_WINDOW_2,PC35,0.0007743151654886274,0.9933031018826073
feature_1_block_dominant_freq_WINDOW_2,PC36,0.016740100039111125,0.8559971833026582
feature_1_block_dominant_freq_WINDOW_2,PC37,0.16250540572797206,0.07617371473285828
feature_1_block_dominant_freq_WINDOW_2,PC38,0.14735352222181433,0.1082603854553618
feature_1_block_dominant_freq_WINDOW_2,PC39,-0.0601752545222651,0.5138341322565089
feature_1_block_dominant_freq_WINDOW_2,PC40,-0.13626839137558178,0.13779490858001034
feature_1_block_dominant_freq_WINDOW_2,PC41,0.08094040432334554,0.37949877512467706
feature_1_block_dominant_freq_WINDOW_2,PC42,-0.010318781154036165,0.9109372606886695
feature_1_block_dominant_freq_WINDOW_2,PC43,-0.0962492365863947,0.2956756294422574
feature_1_block_dominant_freq_WINDOW_2,PC44,0.04085520299463562,0.6577317748889949
feature_1_block_dominant_freq_WINDOW_2,PC45,-0.017208383162453954,0.8520141826697953
feature_1_block_dominant_freq_WINDOW_2,PC46,0.03271583626415602,0.7227934957338291
feature_1_block_dominant_freq_WINDOW_2,PC47,0.038837302731878076,0.6736475781643586
feature_1_block_dominant_freq_WINDOW_2,PC48,0.0651591148306138,0.47952724612274866
feature_1_block_dominant_freq_WINDOW_2,PC49,-0.05390821749306228,0.5586961136836816
feature_1_block_dominant_freq_WINDOW_2,PC50,0.052244570163218665,0.570912925708698
feature_1_block_dominant_freq_WINDOW_2,PC51,0.06378440475283705,0.4888651770479607
feature_1_block_dominant_freq_WINDOW_2,PC52,0.07012851323315096,0.4465876566391175
feature_1_block_dominant_freq_WINDOW_2,PC53,-0.07784815458172949,0.3980319253350919
feature_1_block_dominant_freq_WINDOW_2,PC54,-0.08096973797752466,0.3793255138382301
feature_1_block_dominant_freq_WINDOW_2,PC55,-0.0118889953704607,0.8974535678771733
feature_1_block_dominant_freq_WINDOW_2,PC56,-0.041172747856107875,0.6552408623064142
feature_1_block_dominant_freq_WINDOW_2,PC57,-0.0048398210821577504,0.9581598120515551
feature_1_block_dominant_freq_WINDOW_2,PC58,0.04200559732703727,0.6487257777619437
feature_1_block_dominant_freq_WINDOW_2,PC59,-0.008923390328248022,0.9229411238829384
feature_1_block_dominant_freq_WINDOW_2,PC60,0.0058162742731813245,0.9497284970605542
feature_1_block_dominant_freq_WINDOW_2,PC61,-0.002608463561972668,0.9774426224534943
feature_1_block_dominant_freq_WINDOW_2,PC62,-0.007694557875061445,0.9335266244080697
feature_1_block_dominant_freq_WINDOW_2,PC63,-0.023332616140482473,0.8003028831935552
feature_1_block_dominant_freq_WINDOW_2,PC64,0.010018813862875592,0.9135161332289675
feature_1_block_dominant_freq_WINDOW_2,PC65,0.022423321126311416,0.8079320425295929
feature_1_block_dominant_freq_WINDOW_2,PC66,-0.023529851417490713,0.7986504941612143
feature_1_block_dominant_freq_WINDOW_2,PC67,-0.013525850353266422,0.8834287310085894
feature_1_block_dominant_freq_WINDOW_2,PC68,0.005146702215667598,0.9555094639752466
feature_1_block_dominant_freq_WINDOW_2,PC69,-0.0039351002428363,0.9659758912364528
feature_1_block_dominant_freq_WINDOW_2,PC70,-0.004939206754175696,0.9573014262855385
feature_1_block_dominant_freq_WINDOW_2,PC71,0.01255249388008036,0.8917645431746131
feature_1_block_dominant_freq_WINDOW_2,PC72,0.014074461607073915,0.8787359803314816
feature_1_block_dominant_freq_WINDOW_2,PC73,0.001605336743676418,0.9861162920676744
feature_1_block_dominant_freq_WINDOW_2,PC74,0.013854385211421655,0.8806179899878266
feature_1_block_dominant_freq_WINDOW_2,PC75,-0.004463593613913599,0.961409682940057
feature_1_block_dominant_freq_WINDOW_3,PC1,0.07952615641739579,0.3879090380410683
feature_1_block_dominant_freq_WINDOW_3,PC2,-0.13800686846856494,0.13279568996364424
feature_1_block_dominant_freq_WINDOW_3,PC3,0.2794262005635604,0.0019966512135412913
feature_1_block_dominant_freq_WINDOW_3,PC4,-0.10275445683011292,0.26408157892443995
feature_1_block_dominant_freq_WINDOW_3,PC5,-0.010495614720427532,0.9094174229274448
feature_1_block_dominant_freq_WINDOW_3,PC6,-0.15615869781134134,0.08853192418036154
feature_1_block_dominant_freq_WINDOW_3,PC7,0.24254226266850568,0.007605828718267263
feature_1_block_dominant_freq_WINDOW_3,PC8,0.05447787993237703,0.554541871822552
feature_1_block_dominant_freq_WINDOW_3,PC9,0.2927028979697823,0.0011778266770307055
feature_1_block_dominant_freq_WINDOW_3,PC10,0.3770175720505731,2.190689680575297e-05
feature_1_block_dominant_freq_WINDOW_3,PC11,0.19628515148246312,0.03166311603223628
feature_1_block_dominant_freq_WINDOW_3,PC12,0.26699186663265007,0.0031999855715667104
feature_1_block_dominant_freq_WINDOW_3,PC13,0.08871502112114393,0.3352696478806552
feature_1_block_dominant_freq_WINDOW_3,PC14,0.02865745410656808,0.7560251555508826
feature_1_block_dominant_freq_WINDOW_3,PC15,-0.022449970288068125,0.8077081904881387
feature_1_block_dominant_freq_WINDOW_3,PC16,0.03580061298984627,0.6978712337001548
feature_1_block_dominant_freq_WINDOW_3,PC17,0.0224369103564579,0.8078178915231499
feature_1_block_dominant_freq_WINDOW_3,PC18,-0.00556034459437265,0.9519378567330049
feature_1_block_dominant_freq_WINDOW_3,PC19,-0.03380258175861481,0.7139787926483774
feature_1_block_dominant_freq_WINDOW_3,PC20,0.0012800915375145716,0.9889289648696669
feature_1_block_dominant_freq_WINDOW_3,PC21,-0.21248957516851702,0.019805224307561747
feature_1_block_dominant_freq_WINDOW_3,PC22,0.09092190489188831,0.3233378394526269
feature_1_block_dominant_freq_WINDOW_3,PC23,-0.2613914629991476,0.003929807608552524
feature_1_block_dominant_freq_WINDOW_3,PC24,-0.09514621457047723,0.3012706219718781
feature_1_block_dominant_freq_WINDOW_3,PC25,0.08670033245660973,0.3464035736311965
feature_1_block_dominant_freq_WINDOW_3,PC26,-0.03053199511714813,0.7406160369849986
feature_1_block_dominant_freq_WINDOW_3,PC27,-0.002334736971212781,0.9798092173093713
feature_1_block_dominant_freq_WINDOW_3,PC28,-0.2754677251601849,0.0023255962262888202
feature_1_block_dominant_freq_WINDOW_3,PC29,-0.06284453152314198,0.4953046493914429
feature_1_block_dominant_freq_WINDOW_3,PC30,0.04392687984898453,0.6337977790433892
feature_1_block_dominant_freq_WINDOW_3,PC31,-0.15503400873036477,0.09087972723166483
feature_1_block_dominant_freq_WINDOW_3,PC32,0.008453117577490843,0.9269906931031867
feature_1_block_dominant_freq_WINDOW_3,PC33,-0.0058177354959076805,0.9497158838679404
feature_1_block_dominant_freq_WINDOW_3,PC34,0.11535928196254192,0.2096007739376899
feature_1_block_dominant_freq_WINDOW_3,PC35,-0.08778328106637037,0.3403902061243629
feature_1_block_dominant_freq_WINDOW_3,PC36,-0.06560783638589304,0.4765001685073548
feature_1_block_dominant_freq_WINDOW_3,PC37,-0.09371317732549289,0.30864288683176716
feature_1_block_dominant_freq_WINDOW_3,PC38,0.20520469073500536,0.024553285649310842
feature_1_block_dominant_freq_WINDOW_3,PC39,0.10460906003789006,0.2555118418874506
feature_1_block_dominant_freq_WINDOW_3,PC40,0.11089490078441801,0.22789435288953588
feature_1_block_dominant_freq_WINDOW_3,PC41,-0.08151694094426161,0.3761022333260511
feature_1_block_dominant_freq_WINDOW_3,PC42,-0.005534473250945915,0.9521612164064792
feature_1_block_dominant_freq_WINDOW_3,PC43,0.005599129070523845,0.9516030188002201
feature_1_block_dominant_freq_WINDOW_3,PC44,0.04655837081376516,0.6135890296472338
feature_1_block_dominant_freq_WINDOW_3,PC45,0.03183299726438504,0.7299811875989044
feature_1_block_dominant_freq_WINDOW_3,PC46,-0.11917652268064634,0.19481204816559458
feature_1_block_dominant_freq_WINDOW_3,PC47,0.0484127031322784,0.5995194614933982
feature_1_block_dominant_freq_WINDOW_3,PC48,0.013277106682545187,0.8855577940290025
feature_1_block_dominant_freq_WINDOW_3,PC49,-0.07771951443546427,0.3988144038975813
feature_1_block_dominant_freq_WINDOW_3,PC50,-0.09615269861153478,0.2961625501306583
feature_1_block_dominant_freq_WINDOW_3,PC51,-0.04014880266687866,0.6632864235807546
feature_1_block_dominant_freq_WINDOW_3,PC52,-0.0015520162723652794,0.9865773889200229
feature_1_block_dominant_freq_WINDOW_3,PC53,-0.007149214247886823,0.9382281956290772
feature_1_block_dominant_freq_WINDOW_3,PC54,-0.013990578478505534,0.8794532377606233
feature_1_block_dominant_freq_WINDOW_3,PC55,0.0038480138906706665,0.9667284312076694
feature_1_block_dominant_freq_WINDOW_3,PC56,0.010600844440438026,0.9085131562442218
feature_1_block_dominant_freq_WINDOW_3,PC57,0.022185438493750702,0.8099309342453963
feature_1_block_dominant_freq_WINDOW_3,PC58,-0.11710263508766207,0.20275007136199444
feature_1_block_dominant_freq_WINDOW_3,PC59,0.0035041013423252367,0.9697005649117505
feature_1_block_dominant_freq_WINDOW_3,PC60,0.003910905103820406,0.9661849659062591
feature_1_block_dominant_freq_WINDOW_3,PC61,-0.02986818918761048,0.7460612790049898
feature_1_block_dominant_freq_WINDOW_3,PC62,-0.026085040957984494,0.7773266763599054
feature_1_block_dominant_freq_WINDOW_3,PC63,-0.00326574490146897,0.9717607162410902
feature_1_block_dominant_freq_WINDOW_3,PC64,0.009411802789477702,0.9187374395142994
feature_1_block_dominant_freq_WINDOW_3,PC65,0.006573854693271125,0.9431908456965149
feature_1_block_dominant_freq_WINDOW_3,PC66,-0.007776479030185857,0.9328205512549799
feature_1_block_dominant_freq_WINDOW_3,PC67,0.017107546618177153,0.8528715407470847
feature_1_block_dominant_freq_WINDOW_3,PC68,-0.006541718868698657,0.9434680928766934
feature_1_block_dominant_freq_WINDOW_3,PC69,-0.009873209777995537,0.9147682434751587
feature_1_block_dominant_freq_WINDOW_3,PC70,0.01865718112593502,0.8397153804687921
feature_1_block_dominant_freq_WINDOW_3,PC71,-0.01676300065060693,0.8558023161554468
feature_1_block_dominant_freq_WINDOW_3,PC72,-0.026717601532605068,0.7720725725773053
feature_1_block_dominant_freq_WINDOW_3,PC73,-0.006985029518233224,0.9396441054252281
feature_1_block_dominant_freq_WINDOW_3,PC74,-0.010809913979118579,0.9067169149860765
feature_1_block_dominant_freq_WINDOW_3,PC75,-0.011440298019539604,0.9013037962529072
feature_1_block_lag1_autocorr_WINDOW_1,PC1,-0.14431747227744712,0.1158078133864204
feature_1_block_lag1_autocorr_WINDOW_1,PC2,-0.07373261733985477,0.42351591678877754
feature_1_block_lag1_autocorr_WINDOW_1,PC3,0.0789890747446962,0.39113211033057427
feature_1_block_lag1_autocorr_WINDOW_1,PC4,-3.1798076306086e-05,0.9997249815694053
feature_1_block_lag1_autocorr_WINDOW_1,PC5,0.48437449221602336,2.077715911032435e-08
feature_1_block_lag1_autocorr_WINDOW_1,PC6,-0.05573698663089564,0.5454131495189446
feature_1_block_lag1_autocorr_WINDOW_1,PC7,-0.08742211439481262,0.342388301328295
feature_1_block_lag1_autocorr_WINDOW_1,PC8,0.0769096897373045,0.4037612773234313
feature_1_block_lag1_autocorr_WINDOW_1,PC9,0.18689716027983122,0.04095616575143904
feature_1_block_lag1_autocorr_WINDOW_1,PC10,-0.21705463284655407,0.017252141595005797
feature_1_block_lag1_autocorr_WINDOW_1,PC11,0.07946551763551309,0.3882721342356484
feature_1_block_lag1_autocorr_WINDOW_1,PC12,0.19191746621513223,0.035737018359007465
feature_1_block_lag1_autocorr_WINDOW_1,PC13,0.01610020898587135,0.8614456428761506
feature_1_block_lag1_autocorr_WINDOW_1,PC14,0.06385098758845253,0.48841068504558366
feature_1_block_lag1_autocorr_WINDOW_1,PC15,0.16261759077723478,0.07596846156353854
feature_1_block_lag1_autocorr_WINDOW_1,PC16,-0.006658146815760022,0.9424636599656863
feature_1_block_lag1_autocorr_WINDOW_1,PC17,0.23665475061220542,0.009258336943410451
feature_1_block_lag1_autocorr_WINDOW_1,PC18,0.11613981227473952,0.20651340853157213
feature_1_block_lag1_autocorr_WINDOW_1,PC19,-0.06274929547006732,0.4959596384276129
feature_1_block_lag1_autocorr_WINDOW_1,PC20,0.15435818782530802,0.0923141181156611
feature_1_block_lag1_autocorr_WINDOW_1,PC21,-0.21725960372918596,0.017144523307641952
feature_1_block_lag1_autocorr_WINDOW_1,PC22,-0.21164187296869114,0.020313557692450784
feature_1_block_lag1_autocorr_WINDOW_1,PC23,-0.1835511208375112,0.04477743332612063
feature_1_block_lag1_autocorr_WINDOW_1,PC24,0.2095449533541795,0.021619515722210523
feature_1_block_lag1_autocorr_WINDOW_1,PC25,-0.19578104517181963,0.03211227948373091
feature_1_block_lag1_autocorr_WINDOW_1,PC26,-0.02865519481396631,0.7560437867175237
feature_1_block_lag1_autocorr_WINDOW_1,PC27,0.1336690493913253,0.14553509374811535
feature_1_block_lag1_autocorr_WINDOW_1,PC28,-0.12482602940687046,0.17433439090333777
feature_1_block_lag1_autocorr_WINDOW_1,PC29,-0.1736669023422321,0.05783399296412538
feature_1_block_lag1_autocorr_WINDOW_1,PC30,0.11623244799974662,0.20614916598887092
feature_1_block_lag1_autocorr_WINDOW_1,PC31,0.0643235165088159,0.4851916916596998
feature_1_block_lag1_autocorr_WINDOW_1,PC32,0.21591679516949763,0.017860252078576246
feature_1_block_lag1_autocorr_WINDOW_1,PC33,0.023074592427792175,0.8024658746992084
feature_1_block_lag1_autocorr_WINDOW_1,PC34,-0.016593987411864297,0.8572406965374656
feature_1_block_lag1_autocorr_WINDOW_1,PC35,0.028157668527320386,0.760150010439261
feature_1_block_lag1_autocorr_WINDOW_1,PC36,-0.005510920429884318,0.9523645623948311
feature_1_block_lag1_autocorr_WINDOW_1,PC37,0.027098320216152424,0.7689152394542119
feature_1_block_lag1_autocorr_WINDOW_1,PC38,-0.07931619106974869,0.3891671509099122
feature_1_block_lag1_autocorr_WINDOW_1,PC39,-0.027606648793243364,0.7647055262021824
feature_1_block_lag1_autocorr_WINDOW_1,PC40,0.14444183050577192,0.11549085156383146
feature_1_block_lag1_autocorr_WINDOW_1,PC41,0.10466924989248357,0.2552369517974321
feature_1_block_lag1_autocorr_WINDOW_1,PC42,0.11153080023139134,0.22522220159935094
feature_1_block_lag1_autocorr_WINDOW_1,PC43,-0.061370358089924054,0.5054942319672354
feature_1_block_lag1_autocorr_WINDOW_1,PC44,-0.056452864334739755,0.5402559592095336
feature_1_block_lag1_autocorr_WINDOW_1,PC45,-0.06495062745020017,0.48093721929214744
feature_1_block_lag1_autocorr_WINDOW_1,PC46,0.0571000339559519,0.5356145620804879
feature_1_block_lag1_autocorr_WINDOW_1,PC47,0.04954084238019557,0.591031029287039
feature_1_block_lag1_autocorr_WINDOW_1,PC48,-0.021519829279791895,0.8155304155660379
feature_1_block_lag1_autocorr_WINDOW_1,PC49,0.028035071754460326,0.7611628664424622
feature_1_block_lag1_autocorr_WINDOW_1,PC50,0.00222468562487578,0.9807607536628559
feature_1_block_lag1_autocorr_WINDOW_1,PC51,0.037707378339477085,0.6826236186091801
feature_1_block_lag1_autocorr_WINDOW_1,PC52,-0.013856770283483276,0.8805975901705801
feature_1_block_lag1_autocorr_WINDOW_1,PC53,0.030700646440303035,0.7392346086050315
feature_1_block_lag1_autocorr_WINDOW_1,PC54,-0.03803578305464378,0.6800101540358217
feature_1_block_lag1_autocorr_WINDOW_1,PC55,0.007817405640907826,0.932467826947884
feature_1_block_lag1_autocorr_WINDOW_1,PC56,-0.021402871157533275,0.8165153035091881
feature_1_block_lag1_autocorr_WINDOW_1,PC57,0.05982024481313486,0.5163250739153762
feature_1_block_lag1_autocorr_WINDOW_1,PC58,-0.038439612767209835,0.6768016506811659
feature_1_block_lag1_autocorr_WINDOW_1,PC59,-0.002274062248566789,0.9803338254094496
feature_1_block_lag1_autocorr_WINDOW_1,PC60,-0.02481464054386484,0.7879089341311786
feature_1_block_lag1_autocorr_WINDOW_1,PC61,0.03352003145312482,0.7162670195195194
feature_1_block_lag1_autocorr_WINDOW_1,PC62,0.008944292182960847,0.9227611807510215
feature_1_block_lag1_autocorr_WINDOW_1,PC63,0.003639120003014043,0.9685336655719692
feature_1_block_lag1_autocorr_WINDOW_1,PC64,-0.034759177931832655,0.7062507616277915
feature_1_block_lag1_autocorr_WINDOW_1,PC65,0.010951737365600393,0.9054986930959724
feature_1_block_lag1_autocorr_WINDOW_1,PC66,0.028287974670884175,0.7590739069826441
feature_1_block_lag1_autocorr_WINDOW_1,PC67,-0.05788627417591295,0.5300025844856828
feature_1_block_lag1_autocorr_WINDOW_1,PC68,-0.014107455929660374,0.8784538834680762
feature_1_block_lag1_autocorr_WINDOW_1,PC69,-0.0011203749704384348,0.9903102221742619
feature_1_block_lag1_autocorr_WINDOW_1,PC70,0.033219167150650195,0.7187063296988055
feature_1_block_lag1_autocorr_WINDOW_1,PC71,0.0027400887347019676,0.9763046814890081
feature_1_block_lag1_autocorr_WINDOW_1,PC72,0.020720782163073416,0.8222647323967296
feature_1_block_lag1_autocorr_WINDOW_1,PC73,0.0012681814148539222,0.9890319646508534
feature_1_block_lag1_autocorr_WINDOW_1,PC74,0.034161700087195185,0.7110741447549906
feature_1_block_lag1_autocorr_WINDOW_1,PC75,0.039094204319500135,0.6716130990500441
feature_1_block_lag1_autocorr_WINDOW_2,PC1,-0.12887773112658954,0.16065695806071448
feature_1_block_lag1_autocorr_WINDOW_2,PC2,-0.023330278916055373,0.8003224691960699
feature_1_block_lag1_autocorr_WINDOW_2,PC3,0.1028753520484164,0.2635170562779362
feature_1_block_lag1_autocorr_WINDOW_2,PC4,-0.029434546682655334,0.7496252681957759
feature_1_block_lag1_autocorr_WINDOW_2,PC5,0.21824267465477432,0.016636413202605848
feature_1_block_lag1_autocorr_WINDOW_2,PC6,-0.0873628545877837,0.3427168521344251
feature_1_block_lag1_autocorr_WINDOW_2,PC7,-0.07889961101614287,0.39167054512031724
feature_1_block_lag1_autocorr_WINDOW_2,PC8,-0.5625754376982992,2.27670059825975e-11
feature_1_block_lag1_autocorr_WINDOW_2,PC9,-0.10036218412391727,0.2754218211470109
